Project15	Dipole-Dipole_1								
5									
11									
3									
Type	of	measurement	"(0=app.resistivity,1=resistance)"						
4	80	0	75	0	60	0	65	0	2.26148
4	80	0	75	0	60	0	65	0	2.26701
4	380	0	350	0	290	0	320	0	2.26892
4	210	0	190	0	150	0	170	0	2.29058
4	210	0	190	0	150	0	170	0	2.29431
4	230	0	225	0	210	0	215	0	2.30779
4	90	0	70	0	30	0	50	0	2.32644
4	90	0	70	0	30	0	50	0	2.32738
4	160	0	140	0	100	0	120	0	2.33207
4	160	0	140	0	100	0	120	0	2.3327
4	400	0	395	0	375	0	380	0	2.33421
4	55	0	50	0	35	0	40	0	2.33804
4	55	0	50	0	35	0	40	0	2.33927
4	300	0	280	0	240	0	260	0	2.34363
4	300	0	290	0	250	0	260	0	2.39723
4	380	0	370	0	340	0	350	0	2.4052
4	390	0	360	0	300	0	330	0	2.43565
4	225	0	220	0	205	0	210	0	2.45162
4	370	0	340	0	280	0	310	0	2.46099
4	85	0	80	0	65	0	70	0	2.50106
4	85	0	80	0	65	0	70	0	2.50365
4	200	0	195	0	180	0	185	0	2.51437
4	240	0	235	0	220	0	225	0	2.52123
4	200	0	195	0	180	0	185	0	2.52743
4	170	0	150	0	110	0	130	0	2.56172
4	170	0	150	0	110	0	130	0	2.56556
4	385	0	380	0	360	0	365	0	2.5721
4	400	0	390	0	360	0	370	0	2.57967
4	290	0	285	0	265	0	270	0	2.59041
4	95	0	90	0	75	0	80	0	2.61031
4	95	0	90	0	75	0	80	0	2.61435
4	110	0	105	0	90	0	95	0	2.63734
4	110	0	105	0	90	0	95	0	2.64632
4	200	0	180	0	140	0	160	0	2.66328
4	200	0	180	0	140	0	160	0	2.66668
4	105	0	100	0	85	0	90	0	2.66674
4	105	0	100	0	85	0	90	0	2.66861
4	90	0	85	0	70	0	75	0	2.67935
4	90	0	85	0	70	0	75	0	2.67973
4	180	0	160	0	120	0	140	0	2.69346
4	180	0	160	0	120	0	140	0	2.69462
4	290	0	285	0	270	0	275	0	2.70098
4	50	0	45	0	30	0	35	0	2.70768
4	50	0	45	0	30	0	35	0	2.70875
4	250	0	245	0	230	0	235	0	2.73113
4	350	0	345	0	330	0	335	0	2.73869
4	40	0	35	0	20	0	25	0	2.74854
4	40	0	35	0	20	0	25	0	2.75754
4	190	0	170	0	130	0	150	0	2.76136
4	190	0	170	0	130	0	150	0	2.7614
4	220	0	215	0	200	0	205	0	2.76566
4	130	0	125	0	110	0	115	0	2.79438
4	130	0	125	0	110	0	115	0	2.79699
4	45	0	40	0	25	0	30	0	2.84548
4	355	0	350	0	335	0	340	0	2.85108
4	45	0	40	0	25	0	30	0	2.85338
4	115	0	110	0	95	0	100	0	2.86574
4	115	0	110	0	95	0	100	0	2.87136
4	300	0	290	0	260	0	270	0	2.92611
4	360	0	355	0	340	0	345	0	2.97249
4	125	0	120	0	105	0	110	0	2.97914
4	125	0	120	0	105	0	110	0	2.98391
4	25	0	20	0	5	0	10	0	2.9855
4	120	0	115	0	100	0	105	0	2.99343
4	120	0	115	0	100	0	105	0	2.99663
4	370	0	350	0	310	0	330	0	3.00087
4	145	0	140	0	125	0	130	0	3.00199
4	25	0	20	0	5	0	10	0	3.00225
4	100	0	95	0	80	0	85	0	3.00907
4	145	0	140	0	125	0	130	0	3.01128
4	100	0	95	0	80	0	85	0	3.01425
4	165	0	160	0	145	0	150	0	3.05159
4	165	0	160	0	145	0	150	0	3.05318
4	195	0	190	0	175	0	180	0	3.06686
4	330	0	310	0	270	0	290	0	3.07118
4	195	0	190	0	175	0	180	0	3.07815
4	255	0	250	0	235	0	240	0	3.12323
4	180	0	175	0	160	0	165	0	3.14124
4	180	0	175	0	160	0	165	0	3.1487
4	260	0	255	0	240	0	245	0	3.1658
4	135	0	130	0	115	0	120	0	3.16794
4	135	0	130	0	115	0	120	0	3.17828
4	30	0	25	0	10	0	15	0	3.21374
4	170	0	165	0	150	0	155	0	3.21778
4	170	0	165	0	150	0	155	0	3.21792
4	30	0	25	0	10	0	15	0	3.22594
4	300	0	295	0	280	0	285	0	3.25159
4	185	0	180	0	165	0	170	0	3.2623
4	185	0	180	0	165	0	170	0	3.26527
4	305	0	300	0	285	0	290	0	3.27182
4	150	0	145	0	130	0	135	0	3.27648
4	150	0	145	0	130	0	135	0	3.28297
4	280	0	275	0	255	0	260	0	3.31578
4	340	0	335	0	320	0	325	0	3.32321
4	360	0	340	0	300	0	320	0	3.32802
4	140	0	135	0	120	0	125	0	3.33931
4	140	0	135	0	120	0	125	0	3.34257
4	155	0	150	0	135	0	140	0	3.34639
4	160	0	155	0	140	0	145	0	3.34836
4	155	0	150	0	135	0	140	0	3.35222
4	160	0	155	0	140	0	145	0	3.35491
4	335	0	330	0	315	0	320	0	3.40925
4	35	0	30	0	15	0	20	0	3.42338
4	35	0	30	0	15	0	20	0	3.43148
4	295	0	290	0	275	0	280	0	3.45762
4	300	0	290	0	270	0	280	0	3.4974
4	330	0	325	0	310	0	315	0	3.63626
4	175	0	170	0	155	0	160	0	3.67232
4	325	0	320	0	305	0	310	0	3.68104
4	175	0	170	0	155	0	160	0	3.69018
4	380	0	360	0	320	0	340	0	3.69842
4	350	0	330	0	290	0	310	0	3.70754
4	340	0	320	0	280	0	300	0	3.73596
4	250	0	240	0	220	0	230	0	3.85486
4	250	0	240	0	220	0	230	0	3.85487
4	240	0	230	0	210	0	220	0	3.88339
4	20	0	15	0	0	0	5	0	3.89704
4	20	0	15	0	0	0	5	0	3.898
4	190	0	185	0	170	0	175	0	3.90517
4	240	0	230	0	210	0	220	0	3.91206
4	70	0	60	0	40	0	50	0	3.92084
4	190	0	185	0	170	0	175	0	3.92316
4	70	0	60	0	40	0	50	0	3.92537
4	390	0	385	0	370	0	375	0	3.94321
4	285	0	280	0	265	0	270	0	3.96989
4	310	0	305	0	290	0	295	0	3.99553
4	265	0	260	0	245	0	250	0	4.04628
4	345	0	340	0	325	0	330	0	4.20206
4	80	0	70	0	50	0	60	0	4.23585
4	80	0	70	0	50	0	60	0	4.23924
4	60	0	50	0	30	0	40	0	4.38416
4	60	0	50	0	30	0	40	0	4.3844
4	230	0	220	0	200	0	210	0	4.39477
4	230	0	220	0	200	0	210	0	4.41129
4	370	0	365	0	350	0	355	0	4.41501
4	280	0	270	0	250	0	260	0	4.45399
4	270	0	265	0	250	0	255	0	4.48475
4	90	0	80	0	60	0	70	0	4.48758
4	90	0	80	0	60	0	70	0	4.4886
4	390	0	370	0	330	0	350	0	4.49569
4	385	0	380	0	365	0	370	0	4.57285
4	395	0	390	0	375	0	380	0	4.60228
4	400	0	380	0	340	0	360	0	4.6747
4	365	0	360	0	345	0	350	0	4.7193
4	315	0	310	0	295	0	300	0	4.7809
4	375	0	370	0	355	0	360	0	4.85888
4	100	0	90	0	70	0	80	0	4.90311
4	100	0	90	0	70	0	80	0	4.9064
4	110	0	100	0	80	0	90	0	4.96181
4	110	0	100	0	80	0	90	0	4.96264
4	400	0	395	0	380	0	385	0	4.96773
4	220	0	210	0	190	0	200	0	5.01576
4	220	0	210	0	190	0	200	0	5.01797
4	260	0	250	0	230	0	240	0	5.06616
4	260	0	250	0	230	0	240	0	5.08043
4	120	0	110	0	90	0	100	0	5.09118
4	120	0	110	0	90	0	100	0	5.10343
4	50	0	40	0	20	0	30	0	5.15959
4	50	0	40	0	20	0	30	0	5.17458
4	320	0	315	0	300	0	305	0	5.27229
4	130	0	120	0	100	0	110	0	5.44788
4	130	0	120	0	100	0	110	0	5.45081
4	360	0	350	0	330	0	340	0	5.55645
4	200	0	190	0	170	0	180	0	5.5986
4	200	0	190	0	170	0	180	0	5.64449
4	150	0	140	0	120	0	130	0	5.80279
4	150	0	140	0	120	0	130	0	5.81711
4	30	0	20	0	0	0	10	0	5.83293
4	30	0	20	0	0	0	10	0	5.84586
4	140	0	130	0	110	0	120	0	5.85323
4	140	0	130	0	110	0	120	0	5.90951
4	300	0	290	0	270	0	280	0	5.91408
4	170	0	160	0	140	0	150	0	5.92218
4	170	0	160	0	140	0	150	0	5.92766
4	300	0	290	0	270	0	280	0	5.95924
4	40	0	30	0	10	0	20	0	6.03921
4	40	0	30	0	10	0	20	0	6.05276
4	380	0	375	0	360	0	365	0	6.40317
4	160	0	150	0	130	0	140	0	6.41197
4	160	0	150	0	130	0	140	0	6.42247
4	290	0	260	0	200	0	230	0	6.42445
4	190	0	180	0	160	0	170	0	6.43686
4	190	0	180	0	160	0	170	0	6.43904
4	210	0	200	0	180	0	190	0	6.48597
4	270	0	260	0	240	0	250	0	6.50329
4	210	0	200	0	180	0	190	0	6.54321
4	180	0	170	0	150	0	160	0	6.67966
4	340	0	330	0	310	0	320	0	6.68029
4	180	0	170	0	150	0	160	0	6.69675
4	270	0	260	0	240	0	250	0	6.72231
4	280	0	270	0	250	0	260	0	6.75392
4	310	0	300	0	280	0	290	0	6.80532
4	290	0	280	0	260	0	270	0	7.13256
4	350	0	340	0	320	0	330	0	7.28258
4	330	0	320	0	300	0	310	0	7.60068
4	370	0	360	0	340	0	350	0	8.97312
4	70	0	65	0	55	0	60	0	9.27731
4	65	0	60	0	50	0	55	0	9.36842
4	65	0	60	0	50	0	55	0	9.41711
4	70	0	65	0	55	0	60	0	9.48734
4	390	0	380	0	360	0	370	0	9.49315
4	320	0	310	0	290	0	300	0	9.56576
4	350	0	345	0	335	0	340	0	9.66486
4	380	0	370	0	350	0	360	0	9.89838
4	400	0	390	0	370	0	380	0	9.91843
4	230	0	225	0	215	0	220	0	10.6988
4	55	0	50	0	40	0	45	0	10.942
4	55	0	50	0	40	0	45	0	10.9562
4	60	0	55	0	45	0	50	0	11.0003
4	60	0	55	0	45	0	50	0	11.017
4	25	0	20	0	10	0	15	0	11.0773
4	25	0	20	0	10	0	15	0	11.1155
4	35	0	30	0	20	0	25	0	11.3187
4	35	0	30	0	20	0	25	0	11.3351
4	80	0	75	0	65	0	70	0	11.4816
4	80	0	75	0	65	0	70	0	11.5133
4	75	0	70	0	60	0	65	0	11.6034
4	75	0	70	0	60	0	65	0	11.6879
4	280	0	275	0	260	0	265	0	11.7407
4	225	0	220	0	210	0	215	0	11.7522
4	235	0	230	0	220	0	225	0	11.8548
4	15	0	10	0	0	0	5	0	11.9565
4	15	0	10	0	0	0	5	0	11.9722
4	45	0	40	0	30	0	35	0	12.1081
4	45	0	40	0	30	0	35	0	12.1102
4	105	0	100	0	90	0	95	0	12.1682
4	105	0	100	0	90	0	95	0	12.2102
4	200	0	195	0	185	0	190	0	12.354
4	40	0	35	0	25	0	30	0	12.3579
4	180	0	175	0	165	0	170	0	12.3755
4	40	0	35	0	25	0	30	0	12.4019
4	180	0	175	0	165	0	170	0	12.4258
4	200	0	195	0	185	0	190	0	12.4289
4	165	0	160	0	150	0	155	0	12.4432
4	165	0	160	0	150	0	155	0	12.4579
4	220	0	215	0	205	0	210	0	12.5689
4	145	0	140	0	130	0	135	0	12.6139
4	145	0	140	0	130	0	135	0	12.6188
4	130	0	125	0	115	0	120	0	12.636
4	130	0	125	0	115	0	120	0	12.6672
4	195	0	190	0	180	0	185	0	12.7508
4	120	0	115	0	105	0	110	0	12.7725
4	120	0	115	0	105	0	110	0	12.7834
4	95	0	90	0	80	0	85	0	12.7875
4	195	0	190	0	180	0	185	0	12.7898
4	95	0	90	0	80	0	85	0	12.809
4	90	0	85	0	75	0	80	0	12.8551
4	90	0	85	0	75	0	80	0	12.8838
4	125	0	120	0	110	0	115	0	13.0535
4	125	0	120	0	110	0	115	0	13.0592
4	290	0	280	0	260	0	270	0	13.2139
4	360	0	355	0	345	0	350	0	13.2402
4	100	0	95	0	85	0	90	0	13.3183
4	155	0	150	0	140	0	145	0	13.3592
4	100	0	95	0	85	0	90	0	13.3899
4	155	0	150	0	140	0	145	0	13.4014
4	50	0	45	0	35	0	40	0	13.4212
4	115	0	110	0	100	0	105	0	13.4484
4	115	0	110	0	100	0	105	0	13.4544
4	50	0	45	0	35	0	40	0	13.4555
4	160	0	155	0	145	0	150	0	13.5293
4	160	0	155	0	145	0	150	0	13.5388
4	355	0	350	0	340	0	345	0	13.5788
4	335	0	330	0	320	0	325	0	13.7244
4	110	0	105	0	95	0	100	0	13.734
4	110	0	105	0	95	0	100	0	13.7467
4	345	0	340	0	330	0	335	0	13.7593
4	135	0	130	0	120	0	125	0	13.8668
4	185	0	180	0	170	0	175	0	13.8996
4	300	0	295	0	285	0	290	0	13.9199
4	135	0	130	0	120	0	125	0	13.9204
4	185	0	180	0	170	0	175	0	13.9675
4	140	0	135	0	125	0	130	0	13.9986
4	140	0	135	0	125	0	130	0	14.0772
4	85	0	80	0	70	0	75	0	14.402
4	85	0	80	0	70	0	75	0	14.4159
4	150	0	145	0	135	0	140	0	14.446
4	150	0	145	0	135	0	140	0	14.4559
4	240	0	235	0	225	0	230	0	14.4714
4	170	0	165	0	155	0	160	0	14.775
4	175	0	170	0	160	0	165	0	14.8007
4	170	0	165	0	155	0	160	0	14.8174
4	290	0	285	0	275	0	280	0	14.8568
4	190	0	185	0	175	0	180	0	14.8592
4	190	0	185	0	175	0	180	0	14.8784
4	20	0	15	0	5	0	10	0	14.8861
4	175	0	170	0	160	0	165	0	14.9098
4	20	0	15	0	5	0	10	0	14.9768
4	325	0	320	0	310	0	315	0	14.9841
4	255	0	250	0	240	0	245	0	15.0196
4	215	0	210	0	200	0	205	0	15.1796
4	245	0	240	0	230	0	235	0	15.4454
4	395	0	390	0	380	0	385	0	15.6851
4	305	0	300	0	290	0	295	0	15.9546
4	285	0	280	0	270	0	275	0	15.9861
4	295	0	290	0	280	0	285	0	16.0091
4	380	0	375	0	365	0	370	0	16.2029
4	30	0	25	0	15	0	20	0	16.2871
4	30	0	25	0	15	0	20	0	16.2993
4	250	0	245	0	235	0	240	0	16.5132
4	400	0	395	0	385	0	390	0	16.5604
4	390	0	385	0	375	0	380	0	16.599
4	310	0	305	0	295	0	300	0	16.9442
4	260	0	255	0	245	0	250	0	17.0786
4	265	0	260	0	250	0	255	0	17.9502
4	370	0	365	0	355	0	360	0	18.1509
4	270	0	265	0	255	0	260	0	18.6518
4	385	0	380	0	370	0	375	0	18.817
4	320	0	315	0	305	0	310	0	18.9936
4	340	0	335	0	325	0	330	0	19.0703
4	315	0	310	0	300	0	305	0	19.2218
4	365	0	360	0	350	0	355	0	19.3769
4	330	0	325	0	315	0	320	0	20.0331
4	375	0	370	0	360	0	365	0	20.4262
0									
0									
0									
0									
0									
0									
0									
0																	
